0,327,0.126155951,0.621397849,0.114389653,0.961526404,0.15408347,0.976770802,1
1,282,0.148005105,0.842006825,0.221724056,0.883560064,0.170626268,0.631556878,1.3
2,282,0.148939474,0.98105978,0.175082985,0.952122379,0.073155055,0.922723345,0.8
3,236,0.174650838,0.759166447,0.214761433,0.914020569,0.046397076,0.713632809,0.6
4,236,0.131215928,0.86836859,0.193567867,0.955624825,0.116326082,0.719829804,0.6
5,357,0.138166321,0.939710875,0.166893601,0.958644675,0.100911356,0.728439168,0.6
6,322,0.156984764,0.938537361,0.191789323,0.926451434,0.211678577,0.566982608,0.6
7,240,0.123845544,0.874898166,0.223700464,0.9027501,0.106190376,0.716965727,0.6
8,332,0.181493355,0.634611352,0.218692867,0.832839379,0.104773849,0.800693876,0.6
9,163,0.240007078,0.576052539,0.216685791,0.869028209,0.32279557,0.450871733,0.5
10,420,0.140705247,0.931358915,0.173228455,0.937061176,0.130101971,0.894504337,0.7
11,512,0.163585337,0.538386171,0.198260774,0.937887244,0.103802925,0.739113251,0.6
12,425,0.110549294,0.587741136,0.103035658,0.959995667,0.097408036,0.634337613,0.6
13,649,0.152275876,0.668974459,0.16491109,0.9461242,0.112885421,0.606713056,0.6
14,190,0.228829929,0.822617595,0.235434829,0.921154403,0.199484934,0.743480065,0.6
15,375,0.119204364,0.862122508,0.085205857,0.981278021,0.11228076,0.573799385,0.6
16,393,0.138765632,0.745509986,0.138572814,0.914793185,0.082110131,0.828524932,0.6
17,66,0.242684567,0.815149585,0.271046761,0.768406357,0.235263535,0.648064683,0.6
18,183,0.106771146,0.81135731,0.140253816,0.977016749,0.139630907,0.824463296,0.6
19,229,0.097222116,0.793883917,0.206721958,0.945676458,0.142387971,0.788246805,0.6
20,571,0.192236731,0.850528262,0.158331867,0.93976639,0.121016589,0.652200669,2
21,385,0.106643262,0.877148563,0.194748224,0.950702603,0.119125478,0.806738575,1.7
